"id","UF","População 2016","nome","Total da Despesa por Função per capita","Legislativa per capita","Judiciária per capita","Essencial à Justiça per capita","Administração per capita","Defesa Nacional per capita","Segurança Pública per capita","Relações Exteriores per capita","Assistência Social per capita","Previdência Social per capita","Saúde per capita","Trabalho per capita","Educação per capita","Cultura per capita","Direitos da Cidadania per capita","Urbanismo per capita","Habitação per capita","Saneamento per capita","Gestão Ambiental per capita","Ciência e Tecnologia per capita","Agricultura per capita","Organização Agrária per capita","Indústria per capita","Comércio e Serviços per capita","Comunicações per capita","Energia per capita","Transporte per capita","Desporto e Lazer per capita","Encargos Especiais per capita","TOTAL DA DESPESA POR FUNÇÃO (INTRAORÇAMENTÁRIA) per capita","TOTAL GERAL DA DESPESA POR FUNÇÃO per capita"
1200013,"AC",14120,"Acrelândia",1740.9242917847,,0,0,431.752030453258,0,0,0,67.1439553824363,0,406.597526203966,0,804.505425637394,0,0,0,0,0,1.99330878186969,0,26.6026855524079,0,0,0,0,0,0,2.3293597733711,0,0,1740.9242917847
1200054,"AC",6863,"Assis Brasil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200104,"AC",24311,"Brasiléia",1792.55711488627,,0,0,604.444633293571,0,0,0,25.4508728559088,6.94575665336679,364.039180206491,0,681.974889967504,16.3467562008967,0,38.7420340586566,0,0,0,0,24.0585685492164,0,0,0,0,24.0176467442721,6.53677635638188,0,0,0,1792.55711488627
1200138,"AC",9503,"Bujari",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200179,"AC",10820,"Capixaba",2008.92505914972,,0,0,468.257228280961,0,0,0,79.4934436229205,10.0047560073937,416.096387245841,0,996.423271719039,0,0,2.25752033271719,0.0813308687615527,0,0.307763401109057,0,5.85054066543438,0,0,0,0,0,0,0,30.1528170055453,0,2008.92505914972
1200203,"AC",82075,"Cruzeiro do Sul",1739.38593481572,50.5750321047822,0.214857264696924,0,273.450103076454,0,0,0,48.7880118184587,29.5756236369175,339.585301492537,0,621.077616935729,4.12056009747182,0,123.214736521474,0,6.26918477002741,0.65120182759671,0,43.4601954310082,0,0,0,0,0,27.514298872982,38.118252208346,132.770958757234,0,1739.38593481572
1200252,"AC",17038,"Epitaciolândia",1648.09535567555,,0,0,256.461263645968,0,0,0,61.1732075360958,0,395.092921704425,0,645.070343350159,13.0691923934734,0,44.1148626599366,0,0,32.5458169973002,0,17.1362724498181,0,0,0,0,0,65.4326663927691,76.796066439723,41.202742105881,0,1648.09535567555
1200302,"AC",32372,"Feijó",1392.21440905721,,0,0,367.224614481651,0,0,0,58.957960892129,0,288.758598789077,0,616.319591004572,10.5172562708514,0,36.7529154825158,0,0,3.90054213517855,0,9.78293000123564,0,0,0,0,0,0,0,0,0,1392.21440905721
1200328,"AC",7685,"Jordão",2846.17028627196,,0,0,649.100733897202,0,0,0,95.5835679895901,13.2046636304489,482.583337670787,0,1459.0887482108,0,5.25195055302537,2.85652569941444,0,6.4244619388419,0,0,119.459031880286,0,0,0,0,0,0,12.6172648015615,0,0,2846.17028627196
1200336,"AC",17545,"Mâncio Lima",2054.22253519521,,0,6.38358506697065,378.518767170134,0,0,0,70.3711154174979,0,311.744906811057,0,974.054377315475,18.5454750641208,0,60.6462775719578,0,0,0,0,39.2962097463665,0,0,0,0,5.13669136506127,123.291898546594,16.0745192362496,50.1587118837276,0,2054.22253519521
