id,UF,População 2016,nome,Total da Despesa por Função per capita,Legislativa per capita,Judiciária per capita,Essencial à Justiça per capita,Administração per capita,Defesa Nacional per capita,Segurança Pública per capita,Relações Exteriores per capita,Assistência Social per capita,Previdência Social per capita,Saúde per capita,Trabalho per capita,Educação per capita,Cultura per capita,Direitos da Cidadania per capita,Urbanismo per capita,Habitação per capita,Saneamento per capita,Gestão Ambiental per capita,Ciência e Tecnologia per capita,Agricultura per capita,Organização Agrária per capita,Indústria per capita,Comércio e Serviços per capita,Comunicações per capita,Energia per capita,Transporte per capita,Desporto e Lazer per capita,Encargos Especiais per capita,TOTAL DA DESPESA POR FUNÇÃO (INTRAORÇAMENTÁRIA) per capita,TOTAL GERAL DA DESPESA POR FUNÇÃO per capita,IDHM 2010,IDHM Educação 2010,IDHM Longevidade 2010,IDHM Renda 2010
2920908,BA,14800,Mascote,2098.06569864865,79.8778135135135,,0.135135135135135,250.42440472973,,,,71.1734209459459,,368.753032432432,,991.707871621622,5.18106756756757,,230.168941216216,,3.66984662162162,5.52702702702703,,1.777425,,,,,,,50.8111493243243,38.8585635135135,,2098.06569864865,0.581,0.464,0.744,0.567
2921005,BA,46392,Mata de São João,3756.31024486981,150.842689256768,,,460.168406837386,,,,75.9054246421797,,712.189702103811,,1464.70713291085,120.15985665632,,601.204042507329,,26.6680100017244,5.07157290050009,,9.05232152095189,,,3.28397137437489,,,,35.8087661665804,91.2483479910329,,3756.31024486981,0.668,0.562,0.818,0.648
2921054,BA,12404,Matina,1990.20243953563,71.6494542083199,,,229.012337955498,,0.951950983553692,,46.9400314414705,11.5687286359239,449.505659464689,,854.990461947759,9.57310141889713,,254.510785230571,,11.7974887133183,,,8.39404627539503,,,,1.97516930022573,9.9130772331506,13.4539293776201,0.875887616897775,15.0903297323444,,1990.20243953563,0.572,0.469,0.74,0.538
2921104,BA,23535,Medeiros Neto,2015.43195623539,74.1681691098364,,,433.07162311451,,,,64.8021172721479,,545.783423836839,,703.016706182282,9.816530698959,24.5217106437221,130.400384108774,,,,,0.0373911196090928,,,,,,,1.40463012534523,28.4092700233695,,2015.43195623539,0.625,0.501,0.777,0.626
2921203,BA,27600,Miguel Calmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,0.472,0.745,0.571
2921302,BA,11621,Milagres,2127.28465364426,55.6790018070734,,,400.85835212116,,,,105.146718010498,,382.250346785991,,941.258000172102,74.2397676619912,,41.7009181653902,,,6.38739523276826,,,,,,,,32.1408897685225,35.0723853368901,52.5508785818776,,2127.28465364426,0.622,0.518,0.789,0.59
2921401,BA,18588,Mirangaba,2079.03748332257,70.1361867871745,,,302.8703168711,,,,73.8872756617172,,408.13944157521,,979.761863029912,12.6882935227028,,98.3760964062836,0.622578545298042,,10.0436507424145,,18.0019738540994,,,,,,33.9416516031849,38.354880030127,32.2132746933505,,2079.03748332257,0.542,0.454,0.685,0.512
2921450,BA,9735,Mirante,2022.23475398048,72.4977370313302,,,201.186057524397,,12.6092542372881,,138.501756548536,,468.497592193118,,800.127183359014,0.0529738058551618,,150.101253210067,,38.2639661016949,,,8.81241397021058,,,,,20.1278099640473,111.456756034926,,,,2022.23475398048,0.527,0.386,0.722,0.524
2921500,BA,52015,Monte Santo,1892.67876189561,49.6510039411708,,,237.062887820821,,,,66.2785665673363,,418.620235508988,,966.754595789676,16.109295395559,,59.0236229933673,,,,13.5771765836778,13.51413419206,,,,,,16.9237100836297,3.10147303662405,32.0620599826973,,1892.67876189561,0.506,0.359,0.699,0.515
2921609,BA,8958,Morpará,2077.62651484706,82.3531089528913,,,567.287010493414,,,,25.5749899531145,,476.786105157401,,901.691558383568,,,,,,,,23.9337419066756,,,,,,,,,,2077.62651484706,0.558,0.444,0.732,0.536
2921708,BA,36789,Morro do Chapéu,1834.14883062872,61.0814922938922,,,127.276023539645,,,,86.2238207072766,58.2591587159205,440.100239201935,,650.262364565495,8.49064394248281,,235.580624915056,,25.8668085569056,7.07871510505858,,9.47021365081954,,,,,,59.9095819402539,19.4144067520183,45.1347367419609,0.144617684633994,1834.29344831335,0.588,0.478,0.766,0.554
2921807,BA,12505,Mortugaba,1810.23051259496,73.2564254298281,,,265.668899640144,,,,18.805218712515,,493.873273090764,,718.528660535786,22.5786245501799,,111.134183126749,,,15.9117041183527,,,,,,,,10.4000143942423,38.7484942023191,41.3250147940824,,1810.23051259496,0.618,0.513,0.771,0.598
2921906,BA,10096,Mucugê,3518.5382161252,136.350515055468,,,827.574185816165,,2.28685618066561,,72.8590927099842,,645.070988510301,,1204.58532389065,61.6353011093502,,421.408937202853,,11.5112757527734,0.0708201267828843,,,,,,,,9.25405507131537,65.9320463549921,59.9988183438986,,3518.5382161252,0.606,0.48,0.787,0.589
2922003,BA,41587,Mucuri,2696.16142881189,153.478656070407,25.6557558852526,,326.976053814894,,,,90.2557551638733,,568.460531896987,16.7541262894655,861.066443359704,0.188039531584389,,434.407926275038,,,14.2424916440234,,19.0326787217159,,,44.062919181475,,,,22.3327030081516,119.247347969317,,2696.16142881189,0.665,0.541,0.801,0.679
2922052,BA,12159,Mulungu do Morro,2538.90475450284,75.505606546591,6.2381774817008,,257.947294185377,,,,69.9779973682046,,502.772916358253,,1150.04641993585,48.7215502919648,,267.921649806727,,,1.15141047783535,,6.22745373797187,,,,4.23293445184637,7.44281766592647,118.660082243606,,22.0584439509828,,2538.90475450284,0.566,0.466,0.753,0.517
2922102,BA,27165,Mundo Novo,1601.05081575557,59.4452206883858,,,122.223199337383,,,,60.8375475796061,,349.061028529358,,706.072226394257,8.27956929872998,1.03707564881281,239.898315111357,1.68692435118719,1.05080323946254,,,11.6743081170624,,,,,,0.647446714522363,12.1769722068839,26.9601785385606,,1601.05081575557,0.59,0.429,0.791,0.606
2922201,BA,7650,Muniz Ferreira,1909.20581045752,87.9742287581699,,,370.884952941176,,,,65.8783281045752,,350.325352941177,,735.366184313725,,,162.368708496732,,,,,,,,6.11764705882353,,,130.290407843137,,,,1909.20581045752,0.617,0.531,0.761,0.581
2922250,BA,11571,Muquém de São Francisco,2679.95734162994,87.0482456140351,,,294.325737619912,,,,113.545324518192,,440.02765448103,,1355.34812116498,38.06,,243.734556218132,,,32.9803232218477,,12.8936193933109,,,,,,13.4566588886008,,48.5371005098954,,2679.95734162994,0.549,0.445,0.761,0.488
2922300,BA,30585,Muritiba,1657.58335000817,62.5160595062939,,,164.263823769822,,,,58.3994310936734,,412.569620402158,9.0045715219879,604.800358345594,61.0055795324505,,174.205540624489,,,18.6669190779794,,0.334477685139774,,,,,,12.3507902566618,12.0744008500899,67.3917773418342,,1657.58335000817,0.66,0.573,0.796,0.629
2922409,BA,22917,Mutuípe,1608.73742461928,63.115466684121,,,185.415317886285,,3.84412793995724,,56.2473696382598,,370.393133045337,,749.848809180957,0.191560850024,,9.28240432866431,,83.5518942269931,,,0.0562407819522625,,,,,,13.7516411397652,3.839914037614,69.1995448793472,,1608.73742461928,0.601,0.467,0.751,0.618
2922508,BA,29450,Nazaré,1420.297237691,56.6097249575552,,,170.809348047538,,,,50.6571310696095,42.5492933786078,310.199679456706,,509.955684210526,53.7855361629881,,202.893314770798,,,,,6.63243870967742,,16.2050869269949,,,,,,,,1420.297237691,0.641,0.532,0.777,0.637
2922607,BA,14279,Nilo Peçanha,2621.80471181455,80.5479515372225,,,232.084511520415,,,,146.311838364031,,477.729259051754,,1155.85318859864,39.3905735695777,,265.441822256461,,68.535676868128,,,15.1674290916731,,,,,,74.4044982141607,27.9588962812522,38.3790664612368,,2621.80471181455,0.547,0.404,0.762,0.531
2922656,BA,13552,Nordestina,2530.93273465171,45.2771310507674,,,228.33023538961,,,,171.428255608028,,527.553550767414,,1114.69992104486,46.5289337367178,,246.740962957497,,0.244244391971665,1.22354265053129,,5.55682260920897,,,,,1.54722550177096,75.9225774793388,7.98704840613931,57.8922830578512,,2530.93273465171,0.56,0.467,0.743,0.507
2922706,BA,17113,Nova Canaã,1729.32453573307,73.8517945421609,,,180.462321042482,,,,74.057277508327,,339.461816163151,,731.577563256004,7.90919184245895,,262.741366212821,,0.598667679541869,,,9.9379214632151,,,,,,31.5867574358675,,17.1398585870391,,1729.32453573307,0.545,0.37,0.789,0.554
2922730,BA,8101,Nova Fátima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,0.501,0.738,0.575
2922755,BA,7010,Nova Ibiá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.419,0.714,0.62
2922805,BA,8372,Nova Itarana,2149.80924749164,82.1172623029145,,,337.313895126613,,28.1991985188724,,49.8829085045389,,419.367011466794,,880.18359292881,28.4138867654085,,295.237984949833,,,,,0.489804108934544,,,,,,2.43469182990922,0.939070711896799,25.2299402771142,,2149.80924749164,0.524,0.389,0.729,0.508
2922854,BA,9485,Nova Redenção,1714.83826146547,67.2014422772799,,,199.012570374275,,,,59.8189910384818,,329.830630469162,,800.469789140749,17.2015877701634,,199.32995782815,,,,,29.6875666842383,,,3.23690880337375,,,,0.00164470216130733,9.04717237743806,,1714.83826146547,0.567,0.471,0.723,0.534
2922904,BA,25931,Nova Soure,1936.28773360071,62.0084940804443,,,354.704223516255,,,,67.4353437969997,,334.655278624041,,953.667626778759,23.2817862789711,,74.4496795341483,,,,,36.9493255177201,,,,,,,3.24098569280012,25.8949897805715,,1936.28773360071,0.555,0.439,0.712,0.548
2923001,BA,43648,Nova Viçosa,1856.92170683651,63.1799124816716,0.488537390029326,,345.325230938416,,,,45.6879980755132,,251.125058651026,,869.524733092009,0.146126970307918,,108.467427602639,22.3391665139296,19.3894806176686,64.3323753665689,,3.86241133614369,,,32.198880590176,,,,0.351665597507331,30.5027016129032,,1856.92170683651,0.654,0.546,0.78,0.657
2923035,BA,12381,Novo Horizonte,1747.03719731847,63.0299224618367,,,223.681033842178,,,,42.204435829093,42.5605807285357,371.858366044746,,675.360855342864,38.0123576447783,,174.754111138034,,16.147695662709,,,5.14605686131976,,,,,24.782822066069,58.8156247475971,2.45374363944754,8.2295913092642,,1747.03719731847,0.597,0.503,0.757,0.558
2923050,BA,16016,Novo Triunfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,0.43,0.769,0.513
2923100,BA,26907,Olindina,1820.16311368789,58.6788058869439,,,216.128977961125,,2.26806407254618,,58.5543564871595,,333.155172631657,,875.381234622961,20.4094570186197,,190.912881406326,,1.14692087560858,,,17.1059817147954,,,,,,1.10928234288475,0.231102687033114,45.0808759802282,,1820.16311368789,0.559,0.403,0.81,0.534
2923209,BA,22789,Oliveira dos Brejinhos,2069.28961867568,54.4078515950678,6.67614901926368,,107.166379832375,,3.93982447672123,,47.6033116854623,9.80748036333319,424.138507613322,,814.174168239063,25.3334942296722,,345.991414717627,,69.3344262582825,1.97169687129756,,2.9316336829172,,,,,31.2588841107552,71.5673711000921,14.0030663916802,38.9839584887446,,2069.28961867568,0.554,0.427,0.747,0.533
2923308,BA,8895,Ouriçangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,0.503,0.779,0.572
2923357,BA,17954,Ourolândia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.459,0.701,0.547
2923407,BA,22487,Palmas de Monte Alto,1741.62731311424,64.9469600213457,,,196.719131053498,,10.6655209676702,,47.2217743585183,0.169212433850669,343.346319651354,,768.414424778761,13.5515408902922,,189.621411926891,,12.1824222884333,,,17.59991639614,,,2.37354560412683,,13.6739089251568,26.9594805887846,5.34637434962423,28.8353688797972,,1741.62731311424,0.586,0.462,0.777,0.561
2923506,BA,9191,Palmeiras,2125.38215319334,80.3143651398107,,,342.811950821456,,0.513601349145904,,65.2624556631487,,411.620784463062,,906.947683603525,35.8257164617561,,245.144067022087,,,0.488390817103688,,18.2082471983462,,,,,4.61744097486672,,1.58916331193559,12.0382863670982,,2125.38215319334,0.643,0.56,0.782,0.608
2923605,BA,22184,Paramirim,2083.10584745763,58.9628060764515,7.59515236206275,,179.42192526145,,1.05458618824378,,50.1268653083303,13.7014375225388,811.27012170934,,590.84620266859,27.5349170573386,,248.074262080779,,7.70887170934006,2.7779994590696,,7.44577758745042,,,1.08621934727732,,10.3961584926073,30.0873075189326,7.83774747565813,27.1774896321673,,2083.10584745763,0.615,0.496,0.776,0.604
2923704,BA,32807,Paratinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.51,0.774,0.519
2923803,BA,29980,Paripiranga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577,0.472,0.717,0.567
2923902,BA,10784,Pau Brasil,2043.78384087537,84.7233827893175,,,402.695831787834,,,,67.4076724777448,,564.649036535608,,759.511273182493,,,81.3607501854599,,,1.27947143916914,,,,,,,,11.485143731454,0.391320474777448,70.2799582715134,,2043.78384087537,0.583,0.47,0.727,0.58
2924009,BA,119930,Paulo Afonso,2031.68218310681,59.1271010589511,,,306.227138997749,,,,116.389846076878,,580.126818644209,,604.827212290503,33.0513236888185,,285.302008421579,,7.07066638872676,1.0147171683482,,15.0165234720253,,,,,,10.8436485449846,0.0465438172267156,12.6386345368131,,2031.68218310681,0.674,0.572,0.789,0.678
2924058,BA,14229,Pé de Serra,2040.12905615293,78.2036826200014,,,231.776099515075,,,,54.171430880596,,406.345762175838,,935.442913064868,28.1566027127697,,287.125198538197,,0.791622039496802,,,9.86083491461101,,,,,,3.87254550565746,4.3823641858177,,,2040.12905615293,0.587,0.465,0.779,0.558
2924108,BA,7486,Pedrão,2584.07491985039,-219.784766230297,11.8567993588031,,424.874553833823,,,,87.4885372695699,,615.912830617152,,1108.08648543949,29.2158696232968,,471.270884317392,,,,,12.290834891798,,,,,24.0315255142933,2.8204902484638,,16.0108749666043,,2584.07491985039,0.588,0.49,0.775,0.534
2924207,BA,18173,Pedro Alexandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,0.354,0.778,0.489
2924306,BA,18366,Piatã,2165.57890068605,64.94679407601,,,159.748323532615,,,,61.7782255254274,,438.282354894915,,953.5189268213,48.3367635848851,,340.746519111402,,,3.19862082108244,,19.5131868670369,,,,,,36.790294566046,1.60166993357291,37.1172209517587,,2165.57890068605,0.571,0.447,0.769,0.543
2924405,BA,35590,Pilão Arcado,1883.86795054791,62.6557445911773,,,385.373635009834,,,,55.099142455746,,288.088819612251,,957.669320876651,29.3277249227311,,16.389346164653,,30.6507757797134,30.0172174768193,,1.91396459679685,,,,,,0.337299803315538,6.62792750772689,19.7170317504917,,1883.86795054791,0.506,0.343,0.737,0.514
2924504,BA,16849,Pindaí,1914.82590539498,86.030879577423,,259.231744910677,19.6373238767879,,1.38258294260787,,50.048079411241,,394.314958157754,,771.460262923616,17.3845806872811,,153.804144459612,0.00350169149504422,10.0954644192534,,,61.7632215561754,,,,,,9.99501454092231,28.0533687459196,51.6207774942133,,1914.82590539498,0.603,0.498,0.777,0.566
2924603,BA,21191,Pindobaçu,2027.77230050493,61.7381794157897,,,292.206627813695,,,,64.4133736020008,,403.764919069416,,1072.60935633052,13.8714973337738,,48.5840800339767,,36.6696871313293,1.17974611863527,,6.49979897126138,,,,0.849417205417394,,4.50039497900052,0.778526733047048,20.1066957670709,,2027.77230050493,0.577,0.482,0.757,0.527
2924652,BA,11036,Pintadas,2056.08874682856,81.5539307720189,,,213.382423885466,,,,51.8451676332004,,486.102650416818,,791.587741029359,38.0463193185937,,187.325740304458,11.2136417180138,74.3499963754984,,,1.01358735048931,,,,,,33.8928706052918,16.4731795940558,69.301497825299,,2056.08874682856,0.612,0.525,0.765,0.572
2924678,BA,10386,Piraí do Norte,2009.03035047179,232.640949354901,3.75505488157135,,216.173871557866,,0.577700751010976,,66.5833082996341,,380.781460620065,,879.884728480647,,,111.12218178317,,28.7550548815713,,,19.420373579819,,,,,11.338187945311,,10.0636308492201,47.9338474870017,,2009.03035047179,0.533,0.363,0.762,0.546
2924702,BA,12035,Piripá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,0.453,0.768,0.547
2924801,BA,25002,Piritiba,1650.47622270218,91.6749556035517,,,163.88566474682,,,,63.4351731861451,,339.719003279738,,617.78280337573,10.0041996640269,,286.074060075194,,,,,7.81141268698504,,,,,,7.78040916726662,32.6208283337333,29.6877125829934,,1650.47622270218,0.578,0.449,0.76,0.566
2924900,BA,9529,Planaltino,2071.53902193305,73.8768727043761,,,483.045956553678,,7.51182285654318,,46.2182002308742,,467.27989715605,,849.613105257635,13.228145660615,,114.50499212929,,9.30188897051107,,,1.02492391646553,,,,,,5.93321649700913,,,,2071.53902193305,0.572,0.462,0.708,0.573
2925006,BA,26743,Planalto,1934.23919305987,61.3485932767453,,1.12178887933291,551.718281419437,,,,26.7900418801182,,303.835840032906,,748.210041506189,19.2306753169054,,21.8369928579441,0.0112178887933291,51.8805141532364,2.59584040683543,0.0474890625584265,9.9434177167857,,0.00278091463186628,,,3.35278315820962,58.6884014508469,3.77460793478667,69.8498852036047,,1934.23919305987,0.56,0.428,0.738,0.557
2925105,BA,48798,Poções,1910.69259621296,54.1010504528874,,,281.924943030452,,,,87.0634519857371,,371.778407721628,,904.95633571048,17.9187351940653,,130.461707856879,,0.00492233288249518,5.91860752489856,,18.1786544530514,,,,,,14.2689294643223,1.19462867330628,22.9222218123694,,1910.69259621296,0.604,0.474,0.798,0.583
2925204,BA,37993,Pojuca,2432.63820861738,124.004156555155,,,369.492371489485,,,,47.423011344195,,537.017398468139,,803.366559102993,26.9049648619483,,129.951349459111,,304.45852762351,,,2.47487195009607,,,,,,,,87.5449977627458,,2432.63820861738,0.666,0.559,0.819,0.645
2925253,BA,15892,Ponto Novo,2149.72104769695,69.672086584445,,,319.786916687642,,2.50453058142462,,41.4897199848981,,506.991066574377,,942.26925119557,26.5071325195067,,226.504499119054,,,6.03416561792097,,7.60823055625472,,,,,,,0.353448275862069,,,2149.72104769695,0.58,0.475,0.762,0.539
2925303,BA,147444,Porto Seguro,2249.93585591818,60.7842323187108,,,448.881347630287,,,,64.0615139307127,,475.416368316107,,944.142926195708,46.7226110252028,,191.103251743035,,0.847990084371015,0.000994207970483709,,10.2984531076205,,,,,,0.991393342557174,6.68477401589756,,,2249.93585591818,0.676,0.572,0.801,0.673
2925402,BA,8694,Potiraguá,2300.67965953531,86.2757464918334,,,362.154239705544,,,,49.6362353347136,45.8380319760754,494.980046008742,15.3936726478031,1000.5545778698,8.63382792730619,,195.888899240856,,,,,25.4091189325972,,,,,,15.915263400046,,,,2300.67965953531,0.625,0.545,0.754,0.595
2925501,BA,29273,Prado,2102.26014552659,60.8939439073549,7.13652512554231,,163.674885389267,,0.760325214361357,,68.9050193010624,,558.198711440577,,927.306577392136,2.76555528985755,,144.205359204728,4.11084788029925,0.959813821610358,112.706124073378,,7.16315136815495,,,24.9600143476924,,,,0.339562053769685,18.1737297168039,,2102.26014552659,0.621,0.497,0.784,0.616
2925600,BA,15699,Presidente Dutra,1902.04191859354,67.9033231416014,,,228.862701445952,,8.27422128798013,,79.0955697815148,,475.833368367412,,736.105630931906,27.3166074272247,,221.926129689789,,,3.81960634435314,,9.93662016688961,,,,,,2.09885979998726,30.0584846168546,10.8107955920759,,1902.04191859354,0.614,0.553,0.73,0.572
2925709,BA,13456,Presidente Jânio Quadros,2139.52093489893,99.1177957788347,,17.6426872770511,170.008437871581,,,,53.1147161117717,,450.485197681332,,898.785359690844,36.019262039239,,243.070321789536,,15.9516297562426,,,15.8966572532699,,,,,,91.6701813317479,16.3387708085612,31.419917508918,,2139.52093489893,0.542,0.386,0.772,0.533
2925758,BA,27803,Presidente Tancredo Neves,2090.74435852246,134.413213322303,,,236.986174873215,,,,149.29110959249,,389.201563860015,,921.458988238679,20.218052008776,,196.086381325756,,,,,3.15073912887099,,,2.78746897816782,,,24.2779556163004,2.37024781498399,10.5024637629033,,2090.74435852246,0.559,0.424,0.727,0.566
2925808,BA,26525,Queimadas,1925.05878265787,65.7906065975495,,,341.190853534402,,,,48.4321285579642,,368.526999811499,,909.363437511781,6.01153628652215,,33.774996795476,,64.0813391140434,5.16311517436381,,5.26551819038643,,,,,,21.9351800188501,9.25155249764373,46.2715185673893,,1925.05878265787,0.592,0.493,0.764,0.55
2925907,BA,28556,Quijingue,1923.73765443339,56.2795258439557,,,187.705084395574,,3.13689627398795,,79.5709661717327,,391.784172503152,,984.400319372461,30.3891437876453,,146.476785614232,,,,,12.1289200168091,,,,,,,,31.8658404538451,,1923.73765443339,0.544,0.434,0.689,0.539
2925931,BA,9414,Quixabeira,2212.32765561929,110.300448268536,,,243.589171446781,,,,78.9114414701508,94.9794210749947,330.623418313151,,961.942340131719,15.6809007860633,,177.195719141704,80.1238145315488,57.2264988315275,,,5.47896749521989,,,,,,15.6119555980455,3.70820055236881,36.9553579774803,,2212.32765561929,0.578,0.469,0.753,0.547
2925956,BA,23525,Rafael Jambeiro,2325.17290074389,67.6601968119022,2.29543039319872,,238.197960892667,,0.255047821466525,,67.3799783209352,,502.740231243358,5.54111965993624,1060.08787970244,17.4558979808714,186.7510282678,66.9275460148778,,1.81288289054198,,,,,,,,3.33268735387885,4.97309245483528,21.7125815090329,78.0493394261424,,2325.17290074389,0.564,0.435,0.768,0.538
2926004,BA,42481,Remanso,1799.5517878581,45.453928109037,6.17461194416327,,284.36548527577,,0.713589604764483,,46.3738499564511,,300.839805324733,,846.738919516961,1.53549822273487,,149.275072149902,,31.943692709682,2.52004284268261,,14.7554104187755,,,,,,2.34215178550411,0.491058590899461,66.0286714060404,,1799.5517878581,0.579,0.451,0.757,0.569
2926103,BA,14627,Retirolândia,1803.17878649074,81.5337300881931,-464.204593559855,,190.271383058727,,,,154.924576468175,,524.367657756204,,986.423631640118,25.3112258152731,,276.235165105627,,15.6450317905244,,,6.21791208039926,,,,,,,6.45306624735079,,,1803.17878649074,0.636,0.574,0.773,0.579
2926202,BA,23290,Riachão das Neves,2208.49214126234,121.3428939459,,,194.675801202233,,1.15311550021468,,73.7641373980249,,514.245052812366,,950.43850193216,19.1690781451267,,214.472681837699,1.71933276084156,5.38165951051954,,,9.28571103477887,,,,,18.4119136968656,14.3735916702447,8.02637183340489,62.0322979819665,,2208.49214126234,0.578,0.471,0.779,0.527
2926301,BA,34715,Riachão do Jacuípe,1809.17726688751,54.5430856978251,4.54742215180758,,464.406917470834,,5.71951260262135,,70.2500708627394,,396.212453406309,,572.597328532335,22.5885640213164,,106.464325219646,,1.2824427480916,,,,,52.1656747803543,,,,6.0550148350857,11.0448085841855,41.2996459743627,,1809.17726688751,0.628,0.559,0.755,0.588
2926400,BA,36246,Riacho de Santana,1775.97886387463,53.9490020967831,,,116.413258566463,,16.8485071456161,,65.5984773492248,0.215626551895382,384.039928267947,,861.47483860288,13.538270705733,,177.153081719362,,37.6533347127959,3.80848397064504,,13.2071114053965,,,,,1.3760246647906,,5.53334685206644,25.1695712630359,,1775.97886387463,0.615,0.532,0.764,0.572
2926509,BA,15308,Ribeira do Amparo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,0.384,0.694,0.503
2926608,BA,54773,Ribeira do Pombal,1661.87800321326,48.8976455552918,,,209.036736348201,,,,29.1993949573695,,255.236843882935,,799.369288700637,22.1462026911069,,230.216993956877,,10.8266726306757,5.74950559582276,,6.44212367407299,,,,,,4.69729118361236,4.49521844704508,35.5640855896153,,1661.87800321326,0.601,0.515,0.704,0.599
2926657,BA,7835,Ribeirão do Largo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.366,0.759,0.566
2926707,BA,13581,Rio de Contas,1759.55268536927,75.7064943671305,,,274.800798173919,,0.184080700979309,,55.4938185700611,,517.112283337015,,515.293237611369,29.8138568588469,,277.568746778588,,0.8846241072086,1.33090346808041,,1.7277814593918,,,,,0.156100434430454,9.47995950224579,,,,1759.55268536927,0.605,0.498,0.767,0.58
2926806,BA,15720,Rio do Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576,0.465,0.74,0.555
2926905,BA,12109,Rio do Pires,1907.53624411595,76.0470336113634,,,210.638575439756,,4.60502105871666,,38.5887769427698,11.4581955570237,436.914623833512,,684.809540837394,49.5140160211413,,355.079738211248,,,6.14502766537286,,,,,,,,15.9933768271534,17.7423181104963,,,1907.53624411595,0.594,0.481,0.767,0.568
2927002,BA,41085,Rio Real,1672.59450383352,60.2909159060484,,,244.868301813314,,0.722290130217841,,26.5632892783254,,363.139027869052,9.04147645125958,700.556019958622,9.78145308506754,,130.406975538518,,0.256939272240477,,0.663446269928198,0.0379700620664476,,,,,,3.71533771449434,8.2245327978581,114.326527686504,,1672.59450383352,0.572,0.452,0.729,0.568
2927101,BA,9297,Rodelas,2519.00961815639,94.0099623534473,4.59825750242014,,330.577622889104,,4.17502420135528,,71.8336807572335,,556.509049155642,1.19721523071959,1023.33151016457,40.5948811444552,,339.362464235775,,17.8289770893837,4.45462299666559,,,,,,,28.9578132730988,0.947419597719695,0.631117564805851,,,2519.00961815639,0.632,0.564,0.79,0.566
2927200,BA,31933,Ruy Barbosa,1828.95256787649,62.7333980521717,,,163.180713368616,,0.0487858954686375,,130.742897942567,,316.47802210879,,764.514895562584,29.7027930354179,,281.57299752607,,6.66974884915291,,,2.91380390191964,,,,,9.55930855228134,0.0469733504525099,1.19797701437385,59.5902527166254,,1828.95256787649,0.61,0.505,0.77,0.583
2927309,BA,15585,Salinas da Margarida,2665.72336862368,73.8063387872955,3.61303496952198,,524.266914982355,,,,87.4393583573949,,489.056109079243,,1002.64245492461,43.9681103625281,,336.866938723131,,,4.78043760025666,,,,,0.0561129290984921,,,,56.0508322104588,43.1767256977863,,2665.72336862368,0.617,0.561,0.729,0.575
2927408,BA,2938092,Salvador,1830.77268332646,51.4512488274703,12.2137383240552,,130.544260077629,,23.4904016007668,,46.4465375794904,193.018222901121,445.481749543581,0.0307547891624905,372.534988478918,3.89425496887095,0.25035651368303,326.539014125494,25.9395413315853,,7.97698347771275,,,,21.1849035734756,27.6255013321571,18.8073104109742,,55.2530289963691,5.53110019019146,62.5587862837515,102.740201307515,1933.51288463397,0.759,0.679,0.835,0.772
2927507,BA,21310,Santa Bárbara,1522.3929131863,61.2579178789301,,,182.206470671046,,,,70.2492909432191,,323.568800093853,,594.721177381511,40.9088132332238,,198.85855326138,,,0.142045987799155,,8.06721445330831,,,,,25.9974289066166,4.4763575786016,2.33904270295636,9.59980009385265,,1522.3929131863,0.583,0.462,0.775,0.554
2927606,BA,15091,Santa Brígida,2043.50972831489,73.1181021801074,,,238.646376648333,,,,86.0935696772911,,408.87520243854,,985.203005102379,23.9664150818369,3.70088131999205,148.690090119939,,2.53312636670863,4.16262739381088,,18.3181949506328,,,0.661155655688821,,,29.5280968789345,3.99892319925784,16.0139613014379,,2043.50972831489,0.546,0.431,0.71,0.533
2927705,BA,28394,Santa Cruz Cabrália,2267.45595654011,140.661088962457,19.759366767627,,541.497380784673,,,,51.3289385081355,,302.414907726985,,962.773553567655,23.3468525040502,,81.2086683806438,0.35218708177784,1.01256251320702,45.9551658801155,,17.2618651827851,,,65.6570173276044,,,,,14.2264013523984,,2267.45595654011,0.654,0.571,0.784,0.624
2927804,BA,6723,Santa Cruz da Vitória,2681.51442064555,98.8646021121523,,,749.306665179235,,,,166.377289900342,,479.194420645545,,1096.80882344192,,,29.6297411869701,,,0.594972482522683,,,,,,,,0.00116763349695077,3.15321433883683,57.5835237245277,,2681.51442064555,0.61,0.504,0.786,0.573
